cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id
NCI-H2347	CVCL_1550	['H2347', 'H-2347', 'NCIH2347']	NCIH2347_LUNG	687820	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000875
NCI-H2405	CVCL_1551	['H2405', 'H-2405', 'NCIH2405']	NCIH2405_LUNG	687821	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000121
NCI-H3122	CVCL_5160	['H3122', 'H-3122', 'NCIH3122']	NCIH3122_LUNG	1240190	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000337
NCI-H3255	CVCL_6831	['H3255', 'H-3255', 'H3255_DA']	NCIH3255_LUNG	1247873	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000109
NCI-H522	CVCL_1567	['NCI.H522', 'H522', 'H-522', 'NCI-522', 'NCI522', 'NCIH522']	NCIH522_LUNG	905944	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000343
NCI-H650	CVCL_1575	['H650', 'H-650']	NCIH650_LUNG	722066	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000945
NCI-H838	CVCL_1594	['H838', 'H-838', 'NCIH838']	NCIH838_LUNG	910399	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000416
NCI-H854	CVCL_A584	['H854', 'H-854']	NCIH854_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000710
PC-14	CVCL_1640	['PC14']	PC14_LUNG	753608	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000030
PC-3 [Human lung carcinoma]	CVCL_S982	['PC-3', 'PC3', 'JPC-3']	PC3JPC3_LUNG	1240202	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002184
RERF-LC-Ad1	CVCL_1651	['RERF-LC-AD1', 'RERFLCAD1', 'RadiationEffectsResearchFoundation-LungCancer-Adenocarcinoma1']	RERFLCAD1_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000791
RERF-LC-Ad2	CVCL_1652	['RERF-LC-AD2', 'RERFLCAD2', 'RadiationEffectsResearchFoundation-LungCancer-Adenocarcinoma2']	RERFLCAD2_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000774
RERF-LC-KJ	CVCL_1654	['RERFLCKJ', 'RadiationEffectsResearchFoundation-LungCancer-KJ']	RERFLCKJ_LUNG	1298537	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000482
RERF-LC-MS	CVCL_1655	['RERF-LCMS', 'RERFLCMS', 'LC-MS', 'LCMS', 'RadiationEffectsResearchFoundation-LungCancer-MS']	RERFLCMS_LUNG	910931	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000062
SK-LU-1	CVCL_0629	['SK-Lu-1', 'SKLU1', 'SKLU-1', 'SKLU1']	SKLU1_LUNG	909721	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000309
VMRC-LCD	CVCL_1787	['VMRCLCD', 'LCD', 'VirginiaMasonResearchCenter-LungCancerD']	VMRCLCD_LUNG	713869	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001233
SW13	CVCL_0542	['SW-13', 'SW13', 'ScottandWhiteNo.13']	SW13_ADRENAL_CORTEX	909744	C9325	adrenocortical carcinoma	DOID:3948	[u'DOID:3948', u'DOID:660', u'DOID:3953', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001401
FTC-133	CVCL_1219	['FTC133']	FTC133_THYROID	906864	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000903
FTC-238	CVCL_2447	['FTC238']	FTC238_THYROID		C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000897
K5	CVCL_1322	['']	K5_THYROID	924238	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002148
ML-1 [Human thyroid carcinoma]	CVCL_H525	['ML1']	ML1_THYROID	1240178	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000058
TT2609-C02	CVCL_2218	['TT2609-CO2']	TT2609C02_THYROID	1240223	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000716
WRO	CVCL_0582	['WRO82-1', 'WRO82-1', 'WRO-82', 'WRO82', 'UCLARO82-W-1', 'UCLARO-82W-1', 'UCLARO82W1', 'RO82W-1', 'RO82-W-1', 'RO82W-1', 'RO82']	RO82W1_THYROID	930083	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001384
COV504	CVCL_2424	['Cov504', 'COV504']	COV504_OVARY		C4908	ovarian carcinoma	DOID:4001	[u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001048
COV644	CVCL_2425	['COV-644']	COV644_OVARY		C4908	ovarian carcinoma	DOID:4001	[u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000608
Hs 571.T	CVCL_0802	['HS571T']	HS571T_OVARY		C4908	ovarian carcinoma	DOID:4001	[u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001092
OV7	CVCL_2675	['OV-7']	OV7_OVARY	1480360	C4908	ovarian carcinoma	DOID:4001	[u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000688
253J	CVCL_7935	['253j', '253-J', '253J', '253J-P', '253J-Parental', '253JP', '253JP']	253J_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000011
253J-BV	CVCL_7937	['253JB-V', '253JB-V', '253JBV', '253J-Bladder-V']	253JBV_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000026
5637	CVCL_0126	['']	5637_URINARY_TRACT	687452	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000905
639V	CVCL_1048	['639v', '639-V', '639V']	639V_URINARY_TRACT	906798	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000973
647V	CVCL_1049	['647-V', '647V']	647V_URINARY_TRACT	906797	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000896
ACCS	CVCL_6876	['']	ACCS_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001011
BC-3C	CVCL_1958	['BC3c']	BC3C_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000593
BFTC-905	CVCL_1083	['BFTC905', 'BFTC905']	BFTC905_URINARY_TRACT	910926	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000802
CAL-29	CVCL_1808	['CAL29', 'CAL29', 'CentreAntoineLacassagne-29']	CAL29_URINARY_TRACT	1290730	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000142
DSH1	CVCL_1182	['']	DSH1_BLADDER	753552	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002235
Hs 172.T	CVCL_0660	['']	HS172T_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000088
HT-1376	CVCL_1292	['HT1376', 'HT1376', 'HT1376.T']	HT1376_URINARY_TRACT	907066	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000724
J82	CVCL_0359	['J-82', 'J82', 'J82COT', 'J82COT']	J82_URINARY_TRACT	753566	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000396
JMSU-1	CVCL_2081	['JMSU1']	JMSU1_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000753
KMBC-2	CVCL_2977	['KMBC2']	KMBC2_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000862
KU-19-19	CVCL_1344	['KU19-19,KU19-19', 'KU1919', 'KeioUniversity-19-19']	KU1919_URINARY_TRACT	907312	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000486
LB831-BLC	CVCL_1370	['LB831']	LB831BLC_BLADDER	753584	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002266
RT-112	CVCL_1670	['RT112', 'RT112']	RT112_URINARY_TRACT	909704	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000473
RT-4	CVCL_0036	['RT4', 'RT4P']	RT4_URINARY_TRACT	687455	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000242
RT112/84	CVCL_2714	['RT-112/84']	RT11284_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001183
SW1710	CVCL_1721	['SW-1710', 'SW1710']	SW1710_URINARY_TRACT	909749	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:399ACH-0021516', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000566
SW780	CVCL_1728	['SW-780', 'SW780']	SW780_URINARY_TRACT	687457	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000384
T24	CVCL_0554	['T-24', 'T24']	T24_URINARY_TRACT	724812	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000018
TCCSUP	CVCL_1738	['TCCSuP', 'TCC-SUP', 'TCCSup']	TCCSUP_URINARY_TRACT	687459	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000720
U-BLC1	CVCL_2738	['UBLC1']	UBLC1_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000741
UM-UC-1	CVCL_2743	['UMUC1', 'UniversityofMichigan-UrothelialCarcinoma-1']	UMUC1_URINARY_TRACT		C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000834
UM-UC-3	CVCL_1783	['UMUC-3', 'UM-UC3', 'UMUC3', 'UC-3', 'UniversityofMichigan-UrothelialCarcinoma-3']	UMUC3_URINARY_TRACT	724838	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000522
VM-CUB-1	CVCL_1786	['VM-CUB1', 'VMCUB-1', 'VMCUB1', 'VMCub1', 'VMCub1', 'VM-CUB-I']	VMCUB1_URINARY_TRACT	909780	C4912	bladder carcinoma	DOID:4007	[u'DOID:4007', u'DOID:11054', u'DOID:3996', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000545
KYM-1	CVCL_3007	['Kym-1', 'KYM1']	KYM1_SOFT_TISSUE	1240166	C3749	alveolar rhabdomyosarcoma	DOID:4051	[u'DOID:4051', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000607
Rh18	CVCL_1659	['RH18', 'RH-18', 'Rh-18', 'SJRH-18', 'SJRH18']	RH18_SOFT_TISSUE	971774	C3749	alveolar rhabdomyosarcoma	DOID:4051	[u'DOID:4051', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000689
Rh30	CVCL_0041	['RH30', 'RH-30', 'Rh-30', 'RH30SJ', 'SJRH-30', 'SJRH30', 'SJ-RH30', 'SJ-Rh30', 'SJRH30', 'SJCRH30', 'RC13', 'RMS13', 'RMS13']	RH30_SOFT_TISSUE	909716	C3749	alveolar rhabdomyosarcoma	DOID:4051	[u'DOID:4051', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000833
Rh41	CVCL_2176	['RH41', 'RH-41', 'Rh-41']	RH41_SOFT_TISSUE	1240210	C3749	alveolar rhabdomyosarcoma	DOID:4051	[u'DOID:4051', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000100
DAN-G	CVCL_0243	['Dan-G', 'DanG', 'DANG']	DANG_PANCREAS	1290797	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000243
GR-M	CVCL_2451	['GRM']	GRM_SKIN		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001072
HPAC	CVCL_3517	['Hpac']	HPAC_PANCREAS	1298136	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000270
Hs 766T	CVCL_0334	['Hs766.T', 'HS-766T', 'Hs-766T', 'HS766T', 'HS-766-T', 'Hs-766-T', 'HS766T', 'Hs766T', 'H766T', '766T', 'Hs766']	HS766T_PANCREAS	1298141	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000178
HuP-T3	CVCL_1299	['HUP-T3', 'HuPT3', 'HupT3', 'HUPT3']	HUPT3_PANCREAS	907285	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000118
HuP-T4	CVCL_1300	['HUP-T4', 'HuPT4', 'HUPT4']	HUPT4_PANCREAS	907286	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000213
KCI-MOH1	CVCL_2090	['KciMoh-1', 'KCIMOH1', 'WSU-MOH1']	KCIMOH1_PANCREAS		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001098
Panc 02.03	CVCL_1633	['PANC-02-03', 'Panc_02_03', 'Panc02.03', 'Panc2.03', 'Panc2.03', 'Panc2_03', 'PANC203', 'Panc203', 'PANC203', 'PANC0203']	PANC0203_PANCREAS	1298475	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000042
Panc 02.13	CVCL_1634	['Panc2.13', 'Panc-02.13', 'Panc2.13', 'PANC0213', 'PL1', 'PL-1']	PANC0213_PANCREAS		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000031
Panc 03.27	CVCL_1635	['Panc3.27', 'Panc-03.27', 'PANC-03-27', 'Panc_03_27', 'Panc-3_27', 'PANC3.27', 'Panc3.27', 'Panc3_27', 'PANC327', 'Panc327', 'Panc-327', 'PANC0327', 'PL11', 'PL-11']	PANC0327_PANCREAS	925346	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000139
PaTu 8902	CVCL_1845	['PA-TU-8902', 'PATU-8902', 'PaTu8902', 'PATU8902', '8902']	PATU8902_PANCREAS	1298526	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000599
PaTu 8988s	CVCL_1846	['PA-TU-8988S', 'PaTu8988s', 'PaTu8988S', 'PATU8988S', 'PaTu8988S', 'PaTu-8988s', 'PATU-8988S', 'PATU-S']	PATU8988S_PANCREAS		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000022
PaTu 8988t	CVCL_1847	['PA-TU-8988T', 'PaTu8988t', 'PaTu8988T', 'PATU8988T', 'PaTu8988T', 'PaTu-8988t', 'PATU-8988T', 'PATU-T', '8988T']	PATU8988T_PANCREAS	1240201	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000023
PL18 [Human pancreatic adenocarcinoma]	CVCL_X507	['PL-18']	PL18_PANCREAS	1240208	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002185
PSN1	CVCL_1644	['PSN-1']	PSN1_PANCREAS	910546	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000320
SNU-213	CVCL_5034	['SNU213', 'NCI-SNU-213']	SNU213_PANCREAS		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000266
SNU-324	CVCL_5051	['SNU324', 'NCI-SNU-324']	SNU324_PANCREAS		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000933
SNU-410	CVCL_5059	['SNU410', 'NCI-SNU-410']	SNU410_PANCREAS		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000517
SU.86.86	CVCL_3881	['SU86.86', 'SU-86-86', 'Su-86-86', 'SU86.86', 'SU86-86', 'SU86_86', 'Su86_86', 'SU8686', 'SU.86']	SU8686_PANCREAS	1240218	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000114
SW1990	CVCL_1723	['SW-1990', 'SW1990']	SW1990_PANCREAS	910907	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000155
TCC-PAN2	CVCL_3178	['TCC-Pan2', 'TCCPAN2']	TCCPAN2_PANCREAS		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000502
SNU-840	CVCL_5100	['SNU840', 'NCI-SNU-840']	SNU840_OVARY		C4270	malignant ovarian brenner tumor	DOID:4217	[u'DOID:4217', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000280
ESS-1	CVCL_1205	['ESS1', 'EndometrialStromalSarcoma-1']	ESS1_ENDOMETRIUM	907000	C8973	endometrial stromal sarcoma	DOID:4226	[u'DOID:4226', u'DOID:5166', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000913
A-375	CVCL_0132	['A375', 'A375', 'A375-MEL', 'A375-mel', 'A375mel']	A375_SKIN	906793	C3802	amelanotic melanoma	DOID:4359	[u'DOID:4359', u'DOID:1909', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000219
A2058	CVCL_1059	['A2058', 'A-2058']	A2058_SKIN	906792	C3802	amelanotic melanoma	DOID:4359	[u'DOID:4359', u'DOID:1909', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000788
C32 [Human melanoma]	CVCL_1097	['C-32', 'C32-mel', 'C32mel', 'C32r']	C32_SKIN	906830	C3802	amelanotic melanoma	DOID:4359	[u'DOID:4359', u'DOID:1909', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000580
Hs 695T	CVCL_0851	['HS-695T', 'Hs-695-T', 'HS695T', 'Hs695T', 'HS695T']	HS695T_SKIN		C3802	amelanotic melanoma	DOID:4359	[u'DOID:4359', u'DOID:1909', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000799
LOX-IMVI	CVCL_1381	['LOX/IMVI', 'LOXIMVI', 'LOXIM-VI', 'LOXIMVI', 'LOX']	LOXIMVI_SKIN	905974	C3802	amelanotic melanoma	DOID:4359	[u'DOID:4359', u'DOID:1909', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000750
