	cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id	broad_id_alt
841	HOP-62	CVCL_1285	['HOP62', 'HOP62', 'Hop62']	HOP62_LUNG	905972	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000861	
842	Hs 229.T	CVCL_0698	['']	HS229T_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000131	
843	Hs 618.T	CVCL_0827	['']	HS618T_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000539	
844	LC-2/ad	CVCL_1373	['LC-2-Ad', 'LC-2-ad', 'LC-2ad', 'LC2/Ad', 'LC2/AD']	LC2AD_LUNG	907786	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002157	
845	LXF 289	CVCL_1394	['LXF289', 'LXF-289', 'LXF289L']	LXF289_LUNG	753592	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000787	
846	MOR/CPR	CVCL_2620	['MOR-CPR', 'MORCPR']	MORCPR_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000851	
847	NCI-H1355	CVCL_1464	['H1355', 'H-1355', 'NCIH1355']	NCIH1355_LUNG	724866	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000666	
848	NCI-H1373	CVCL_1465	['H1373', 'H-1373']	NCIH1373_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000845	
849	NCI-H1395	CVCL_1467	['H1395', 'H-1395', 'NCIH1395']	NCIH1395_LUNG	684681	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000327	
850	NCI-H1437	CVCL_1472	['H1437', 'H-1437', 'NCIH1437']	NCIH1437_LUNG	687794	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000589	
851	NCI-H1563	CVCL_1475	['H1563', 'H-1563']	NCIH1563_LUNG	753600	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000892	
852	NCI-H1568	CVCL_1476	['H1568', 'H-1568']	NCIH1568_LUNG	1298348	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000869	
853	NCI-H1573	CVCL_1478	['H1573', 'H-1573']	NCIH1573_LUNG	908472	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000916	
854	NCI-H1623	CVCL_1481	['H1623', 'H-1623']	NCIH1623_LUNG	687798	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000744	
855	NCI-H1648	CVCL_1482	['H1648', 'H-1648']	NCIH1648_LUNG	687799	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000766	
856	NCI-H1651	CVCL_1484	['H1651', 'H-1651', 'NCIH1651']	NCIH1651_LUNG	910900	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000893	
857	NCI-H1693	CVCL_1488	['H1693', 'H-1693']	NCIH1693_LUNG	687802	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000021	
858	NCI-H1734	CVCL_1491	['H1734', 'H-1734']	NCIH1734_LUNG	722058	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000675	
859	NCI-H1755	CVCL_1492	['H1755', 'H-1755', 'NCIH1755']	NCIH1755_LUNG	908475	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000282	
860	NCI-H1792	CVCL_1495	['H1792', 'H-1792', 'NCIH1792']	NCIH1792_LUNG	724868	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000496	
861	NCI-H1793	CVCL_1496	['H1793', 'H-1793']	NCIH1793_LUNG	908463	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000888	
862	NCI-H1838	CVCL_1499	['H1838', 'H-1838', 'NCIH1838']	NCIH1838_LUNG	687807	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000733	
863	NCI-H1944	CVCL_1508	['H1944', 'H-1944']	NCIH1944_LUNG	1240185	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000414	
864	NCI-H1975	CVCL_1511	['H1975', 'H-1975']	NCIH1975_LUNG	924244	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000587	
865	NCI-H1993	CVCL_1512	['H1993', 'H-1993']	NCIH1993_LUNG	908476	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001137	
866	NCI-H2009	CVCL_1514	['H2009', 'H-2009']	NCIH2009_LUNG	724873	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000886	
867	NCI-H2023	CVCL_1515	['H2023', 'H-2023']	NCIH2023_LUNG	1240187	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000781	
868	NCI-H2030	CVCL_1517	['H2030', 'H-2030']	NCIH2030_LUNG	722045	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000521	
869	NCI-H2073	CVCL_1521	['H2073', 'H-2073']	NCIH2073_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000590	
870	NCI-H2085	CVCL_1523	['H2085', 'H-2085']	NCIH2085_LUNG	687812	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000451	
871	NCI-H2087	CVCL_1524	['H2087', 'H-2087']	NCIH2087_LUNG	724834	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000841	
872	NCI-H2122	CVCL_1531	['H2122', 'H-2122', 'NCIH2122']	NCIH2122_LUNG	722046	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000311	
873	NCI-H2228	CVCL_1543	['H2228', 'H-2228']	NCIH2228_LUNG	687816	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000447	
874	NCI-H2291	CVCL_1546	['H2291', 'H-2291']	NCIH2291_LUNG	724874	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000718	
875	NCI-H23	CVCL_1547	['NCI.H23', 'NCIH23', 'H23', 'H-23', 'NCIH23']	NCIH23_LUNG	905942	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000900	
876	NCI-H2342	CVCL_1549	['H2342', 'H-2342']	NCIH2342_LUNG	687819	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000951	
877	NCI-H2347	CVCL_1550	['H2347', 'H-2347', 'NCIH2347']	NCIH2347_LUNG	687820	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000875	
878	NCI-H2405	CVCL_1551	['H2405', 'H-2405', 'NCIH2405']	NCIH2405_LUNG	687821	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000121	
879	NCI-H3122	CVCL_5160	['H3122', 'H-3122', 'NCIH3122']	NCIH3122_LUNG	1240190	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000337	
880	NCI-H3255	CVCL_6831	['H3255', 'H-3255', 'H3255_DA']	NCIH3255_LUNG	1247873	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000109	[‘ACH-002137’]
881	NCI-H522	CVCL_1567	['NCI.H522', 'H522', 'H-522', 'NCI-522', 'NCI522', 'NCIH522']	NCIH522_LUNG	905944	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000343	
882	NCI-H650	CVCL_1575	['H650', 'H-650']	NCIH650_LUNG	722066	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000945	
883	NCI-H838	CVCL_1594	['H838', 'H-838', 'NCIH838']	NCIH838_LUNG	910399	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000416	
884	NCI-H854	CVCL_A584	['H854', 'H-854']	NCIH854_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000710	
885	PC-14	CVCL_1640	['PC14']	PC14_LUNG	753608	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000030	
886	PC-3 [Human lung carcinoma]	CVCL_S982	['PC-3', 'PC3', 'JPC-3']	PC3JPC3_LUNG	1240202	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002184	
887	RERF-LC-Ad1	CVCL_1651	['RERF-LC-AD1', 'RERFLCAD1', 'RadiationEffectsResearchFoundation-LungCancer-Adenocarcinoma1']	RERFLCAD1_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000791	
888	RERF-LC-Ad2	CVCL_1652	['RERF-LC-AD2', 'RERFLCAD2', 'RadiationEffectsResearchFoundation-LungCancer-Adenocarcinoma2']	RERFLCAD2_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000774	
889	RERF-LC-KJ	CVCL_1654	['RERFLCKJ', 'RadiationEffectsResearchFoundation-LungCancer-KJ']	RERFLCKJ_LUNG	1298537	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000482	
890	RERF-LC-MS	CVCL_1655	['RERF-LCMS', 'RERFLCMS', 'LC-MS', 'LCMS', 'RadiationEffectsResearchFoundation-LungCancer-MS']	RERFLCMS_LUNG	910931	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000062	
891	SK-LU-1	CVCL_0629	['SK-Lu-1', 'SKLU1', 'SKLU-1', 'SKLU1']	SKLU1_LUNG	909721	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000309	
892	VMRC-LCD	CVCL_1787	['VMRCLCD', 'LCD', 'VirginiaMasonResearchCenter-LungCancerD']	VMRCLCD_LUNG	713869	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001233	
893	SALE	CVCL_16504	['AL']	SALE_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000064	
894	SCLC22H	CVCL_69524	['CLC-22']	SCLC22H_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001386	
895	MERO95	CVCL_41777	['ero-9']	MERO95_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001562	
896	MERO84	CVCL_94366	['ero-8']	MERO84_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001561	
897	MERO83	CVCL_70698	['ero-8']	MERO83_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001560	
898	MERO82	CVCL_94246	['ero-8']	MERO82_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001559	
899	HCC827GR	CVCL_92563	['a']	HCC827GR_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002333	
900	MERO48A	CVCL_56821	['ero-48']	MERO48A_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001558	
901	MERO41	CVCL_23450	['ero-4']	MERO41_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001557	
902	MERO25	CVCL_73905	['ero-2']	MERO25_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001556	
903	MERO14	CVCL_26305	['ero-1']	MERO14_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001555	
904	JHU028	CVCL_20305	['a']	JHU028_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002337	
905	NCIH513	CVCL_45837	['a']	NCIH513_LUNG			lung cancer	DOID:1324	[u'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002341	
906	COR-L321	CVCL_2414	['CORL321']	CORL321_LUNG	1322213	C4878	lung carcinoma	DOID:3905	[u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001490	
907	HCC1359	CVCL_5128	['HCC-1359']	HCC1359_LUNG		C4452	lung giant cell carcinoma	DOID:5583	[u'DOID:5583', u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000901	
908	Lu-65	CVCL_1392	['LU-65M', 'LU-65', 'LU65', 'Lu65', 'C-Lu65']	LU65_LUNG	724863	C4452	lung giant cell carcinoma	DOID:5583	[u'DOID:5583', u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000438	
909	Lu-99	CVCL_3015	['LU-99', 'Lu99', 'LU99', 'C-Lu99']	LU99_LUNG		C4452	lung giant cell carcinoma	DOID:5583	[u'DOID:5583', u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000444	
910	Lu-99A	CVCL_1393	['LU-99A', 'Lu99A', 'LU99A']	LU99A_LUNG	907796	C4452	lung giant cell carcinoma	DOID:5583	[u'DOID:5583', u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002158	
911	COR-L23	CVCL_1139	['CORL23', 'COR-L23/P', 'L23/P']	CORL23_LUNG	687780	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000662	
912	HCC1438	CVCL_L088	['HCC-1438']	HCC1438_LUNG		C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000891	
913	IA-LM	CVCL_1302	['IALM']	IALM_LUNG	910779	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000672	
914	LCLC-103H	CVCL_1375	['LCLC103H']	LCLC103H_LUNG	753586	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000627	
915	LCLC-97TM1	CVCL_1376	['LCLC97TM1']	LCLC97TM1_LUNG	946361	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000596	
916	NCI-H1155	CVCL_1456	['H1155', 'H-1155', 'NCIH1155', 'NCI-1155']	NCIH1155_LUNG	908467	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000980	
917	NCI-H1299	CVCL_0060	['H1299', 'H-1299', 'NCIH1299']	NCIH1299_LUNG	724831	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000510	
918	NCI-H1581	CVCL_1479	['H1581', 'H-1581', 'NCIH1581']	NCIH1581_LUNG	908471	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000015	
919	NCI-H2106	CVCL_1526	['NCIH2106', 'H2106', 'H-2106']	NCIH2106_LUNG		C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000904	
920	NCI-H2126	CVCL_1532	['H2126', 'H-2126']	NCIH2126_LUNG	687814	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000785	
921	NCI-H460	CVCL_0459	['NCI.H460', 'H460', 'H-460', 'NCIH460', 'NCI-HUT-460', 'NCI-460']	NCIH460_LUNG	905943	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000463	
922	NCI-H661	CVCL_1577	['H661', 'H-661', 'NCIH661']	NCIH661_LUNG	687829	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000853	
923	NCI-H810	CVCL_1590	['H810', 'H-810']	NCIH810_LUNG	925341	C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000789	
924	T3M-10	CVCL_8067	['T3M10']	T3M10_LUNG		C4450	lung large cell carcinoma	DOID:4556	[u'DOID:4556', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000813	
925	NCI-H2052	CVCL_1518	['H2052', 'H-2052', 'H2052_MM', 'NCIH2052']	NCIH2052_PLEURA	688058	C45663	lung mesothelioma/lung cancer	DOID:5157	[DOID:5157, DOID:2645, DOID:0060084, DOID:0060072, DOID:14566, DOID:4]	ACH-000153	
926	NCI-H2452	CVCL_1553	['H2452', 'H-2452', 'NCIH2452']	NCIH2452_PLEURA	908462	C45665	lung mesothelioma/lung cancer	DOID:5157	[DOID:5157, DOID:2645, DOID:0060084, DOID:0060072, DOID:14566, DOID:4]	ACH-000092	
927	NCI-H292	CVCL_0455	['H292', 'H-292', 'NCI-HUT-292', 'Hut292', 'NCIH292']	NCIH292_LUNG	753604	C45544	lung mucoepidermoid carcinoma	DOID:0050932	[DOID:0050932, DOID:3905, DOID:1324, DOID:0050615, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001075	[‘ACH-000474’]
928	EPLC-272H	CVCL_1197	['']	EPLC272H_LUNG	753556	C45544	lung nsclc	DOID:3908	[DOID:3908, DOID:3905, DOID:1324, DOID:0050615, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000585	
